show_id;type;title;director;cast;country;date_added;release_year;rating;duration;listed_in;description;note
80188120;movie;the angel;ariel vromen;marwan kenzari, hannah ware, toby kebbell, waleed zuaiter, maisa abd elhadi, sasson gabai, mickey leon, ori pfeffer, slimane dazi;israel, united states;september 14, 2018;2018;tv-ma;114 min;dramas, international movies, thrillers;as his country prepares for war, top egyptian official ashraf marwan makes contact with israel and wades into a shadowy game of high-stakes espionage.;6,6 based on 10 780 user ratings
80164779;movie;the land of steady habits;nicole holofcener;ben mendelsohn, edie falco, connie britton, thomas mann, bill camp, elizabeth marvel, charlie tahan, michael gaston, josh pais;united states;september 14, 2018;2018;tv-ma;98 min;comedies, dramas, independent movies;after leaving his wife and his job to find happiness, anders begins a clumsy, heartbreaking quest to reassemble the pieces of his fractured life.;6,2 based on 5 663 user ratings
80993613;tv show;the rise of phoenixes;nan;chen kun, ni ni, zhao lixin, ni dahong, yuan hong, wang ou, bai jinting, zhang xiaochen, mei ting, liu mintao, yu mingjia, hou yansong, hai yitian, shi an, shao tong;china;september 14, 2018;2018;tv-14;1 season;international tv shows, romantic tv shows, tv action & adventure;when a secret from the past rears its head, a respected court scholar must choose between avenging her family and staying true to the prince she loves.;8,6 based on 998 user ratings
81092328;movie;american warfighter;jerry g. angelo;jerry g. angelo, paul logan, joshua santana, carolina castro, david robbins, michael king, tom crisp, jennifer marshall, victoria clare, ryan baumann, isaac c. singleton jr., said faraj;united states;september 13, 2019;2019;tv-ma;106 min;dramas;a navy seal haunted by wartime memories tries to rebuild his life at home, even as one last mission threatens to unravel everything.;4,2 based on 1 136 user ratings
81183572;movie;deviant love;michael feifer;emma bell, nick ballard, bradley bundlie, gail o'grady, corbin timbrook, kate lang johnson, robert adamson, caia coley, alicia james, sotida arpon;united states;september 13, 2019;2019;tv-14;87 min;thrillers;in a tailspin after her marriage collapses, jamie falls for a helpful gentleman whose interest in her welfare hides sinister motives.;3,6 based on 280 user ratings
81037283;movie;head count;elle callahan;isaac jay, ashleigh morghan, bevin bru, billy meade, hunter peterson, chelcie may, tory freeth, michael herman, amaka obiechie, sam marra, cooper rowe;united states;september 13, 2019;2018;tv-ma;90 min;horror movies, independent movies;a group of college students on a weekend getaway accidentally summon a supernatural entity intent on using them for its deadly ritual.;5,4 based on 2 782 user ratings
80244973;movie;hello, privilege. it's me, chelsea;alex stapleton;chelsea handler;united states;september 13, 2019;2019;tv-ma;65 min;documentaries;in this documentary, chelsea handler explores how white privilege impacts american culture â€“ and the ways itâ€™s benefited her own life and career.;4,1 based on 1 504 user ratings
81095103;tv show;kabaneri of the iron fortress: the battle of unato;nan;tasuku hatanaka, sayaka senbongi, maaya uchida, toshiki masuda, kanae oki, mariya ise, ryota osaka, kensuke sato, maxwell powers, shinichiro miki;nan;september 13, 2019;2019;tv-ma;1 season;anime series, international tv shows, tv horror;ikoma and the iron fortress take their fight to the battlegrounds of unato, joining the alliance to reclaim the region from the kabane horde.;6,7 based on 504 user ratings
81132438;movie;locked on you;kä±vanã§ baruã¶nã¼;ata demirer, demet akbaäÿ, gonca vuslateri, ä°lker aksum, tarä±k ãœnlã¼oäÿlu, erkan can, hande dane, ayten uncuoäÿlu, hakan salä±nmä±åÿ, ä°åÿtar gã¶kseven;turkey;september 13, 2019;2018;tv-14;105 min;comedies, international movies;when his chatty nature lands him in trouble, an unlucky meatball seller flees istanbul and finds a new life on a beautiful island.;6,2 based on 3 193 user ratings
80217779;tv show;marianne;nan;victoire du bois, lucie boujenah, tiphaine daviot, ralph amoussou, bellamine abdelmalek, mehdi meskar, alban lenoir, mireille herbstmeyer, corinne valancogne, patrick d'assumã§ao, pierre aussedat;france;september 13, 2019;2019;tv-ma;1 season;international tv shows, tv dramas, tv horror;lured back to her hometown, a famous horror writer discovers that the evil spirit who plagues her dreams is now wreaking havoc in the real world.;7,5 based on 9 978 user ratings
80211572;tv show;monarca;nan;irene azuela, juan manuel bernal, osvaldo benavides, rosa marã­a bianchi, antonio de la vega, luis rã¡bago, sophie gã³mez, james hyde, carla adell, regina pavã³n, dalã­ gonzã¡lez, alejandro de hoyos parera, josã© manuel rincã³n, daniela schmidt, gabriela de la garza;mexico;september 13, 2019;2019;tv-ma;1 season;international tv shows, spanish-language tv shows, tv dramas;after 20 years, ana marã­a returns to mexico and vies for control of her family's tequila empire as it threatens to crumble under corruption and secrets.;8,0 based on 1 157 user ratings
81161230;movie;shanghai fortress;teng huatao;lu han, shu qi, shi liang, godfrey gao, wang gongliang, wang sen, sun jialing, vincent matile;china;september 13, 2019;2019;tv-14;107 min;dramas, international movies, romantic movies;a young man falls for a heroic general and soon follows her footsteps as humans defend earth against extraterrestrials seeking a precious energy source.;4,3 based on 1 625 user ratings
81002412;movie;tall girl;nzingha stewart;ava michelle, griffin gluck, sabrina carpenter, paris berelc, luke eisner, clara wilsey, anjelika washington, rico paris, angela kinsey, steve zahn;united states;september 13, 2019;2019;tv-pg;103 min;children & family movies, comedies, romantic movies;after years of slouching through life, 6-foot-1 teen jodi resolves to conquer her insecurities and gets caught up in a high school love triangle.;5,2 based on 15 222 user ratings
81023636;movie;time trap;mark dennis, ben foster;andrew wilson, cassidy gifford, brianne howey, reiley mcclendon, olivia draguicevich, max wright, hans marrero, rich skidmore, chris sturgeon, gopal bidari;united states;september 13, 2019;2018;tv-14;88 min;action & adventure, sci-fi & fantasy;while searching for their missing archaeology professor, a group of students discovers a cave where time passes differently than it does on the surface.;6,5 based on 15 708 user ratings
80217669;tv show;top boy;nan;ashley walters, kane robinson, micheal ward, shone romulus, simbiatu ajikawo, lisa dwan, david omoregie, jasmine jobson, hope ikpoku jr., araloyin oshunremi, keiyon cook;united kingdom;september 13, 2019;2019;tv-ma;1 season;british tv shows, crime tv shows, international tv shows;two seasoned drug dealers return to the gritty streets of london, but their pursuit of money and power is threatened by a young and ruthless hustler.;8,4 based on 11 211 user ratings
80153467;tv show;unbelievable;nan;toni collette, merritt wever, kaitlyn dever, dale dickey, scott lawrence, danielle macdonald, austin hã©bert, eric lange, elizabeth marvel;united states;september 13, 2019;2019;tv-ma;1 season;crime tv shows, tv dramas;after a young woman is accused of lying about a rape, two female detectives investigate a spate of eerily similar attacks. inspired by true events.;8,4 based on 58 620 user ratings
80192834;movie;reversing roe;nan;ricki stern, annie sundberg;united states;september 13, 2018;2018;tv-14;100 min;documentaries;through interviews with abortion rights supporters and opponents, this film lifts the lid on a decades-long political campaign to overturn roe v. wade.;7,4 based on 852 user ratings
80198046;movie;ghost of the mountains;ben wallis;antoine fuqua;united states;september 13, 2017;2017;g;78 min;documentaries;an international group of filmmakers sets out on a mission to get up close and personal with a family of elusive snow leopards.;6,8 based on 161 user ratings
80106307;movie;extremis;dan krauss;nan;united states;september 13, 2016;2016;tv-pg;25 min;documentaries;witness the wrenching emotions that accompany end-of-life decisions as doctors, patients and families in a hospital icu face harrowing choices.;4,2 based on 343 user ratings
80993062;tv show;the i-land;nan;natalie martinez, kate bosworth, ronald peet, kyle schmid, alex pettyfer, sibylla deen, gilles geary, anthony lee medina, kota eberhardt, michelle veintimilla, bruce mcgill;united states;september 12, 2019;2019;tv-ma;1 season;tv action & adventure, tv dramas, tv sci-fi & fantasy;wiped clean of memories and thrown together, a group of strangers fight to survive harsh realities â€“ and the island that traps them.;4,5 based on 13 276 user ratings
81098586;tv show;the mind, explained;nan;emma stone;united states;september 12, 2019;2019;tv-14;1 season;docuseries, science & nature tv;ever wonder what's happening inside your head? from dreaming to anxiety disorders, discover how your brain works with this illuminating series.;8,0 based on 3 033 user ratings
70267728;movie;turbo;david soren;ben schwartz, bill hader, luis guzmã¡n, snoop dogg, paul giamatti, ryan reynolds, maya rudolph, ken jeong, samuel l. jackson, michael peã±a, michelle rodriguez, richard jenkins, kurtwood smith, luis guzman;united states;september 12, 2019;2013;pg;96 min;children & family movies, comedies;a speed-obsessed snail who dreams of being the world's greatest race car driver gets his chance when an accident imbues him with high-octane speed.;6,4 based on 80 489 user ratings
81011508;tv show;life;nan;lee dong-wook, cho seung-woo, won jin-ah, lee kyu-hyung, moon sung-keun, yoo jae-myung, moon so-ri, chun ho-jin;south korea;september 12, 2018;2018;tv-ma;1 season;international tv shows, korean tv shows, tv dramas;at korea's top university medical center, ideals and interests collide between a patient-centered er doctor and the hospital's newly-appointed ceo.;6,6 based on 198 636 user ratings
81001000;movie;on my skin;alessio cremonini;alessandro borghi, jasmine trinca, milvia marigliano, max tortora;italy;september 12, 2018;2018;tv-ma;100 min;dramas, international movies;arrested in rome for a drug-related offense, stefano cucchi endures a harrowing week in custody that changes his family forever. based on true events.;7,3 based on 6 661 user ratings
80192445;movie;heroin(e);elaine mcmillion sheldon;nan;united states;september 12, 2017;2017;tv-14;40 min;documentaries;this documentary follows three women â€“ a fire chief, a judge and a street missionary â€“ as they battle west virginia's devastating opioid epidemic.;6,8 based on 2 126 user ratings
80158670;movie;jeff dunham: relative disaster;michael simon;jeff dunham;united states;september 12, 2017;2017;tv-ma;71 min;stand-up comedy;ventriloquist jeff dunham brings his rude and slightly demented posse of puppets to ireland for a gleeful skewering of family and politics.;6,4 based on 1 072 user ratings
80223685;tv show;daniel sloss: live shows;nan;daniel sloss;united states;september 11, 2018;2018;tv-ma;1 season;stand-up comedy & talk shows, tv comedies;comedian daniel sloss is ready to find the funny in some very dark topics, from the deeply personal to the truly irreverent.;8,6 based on 1 963 user ratings
80189586;tv show;if i were an animal;nan;zachary young, fleur delahunty;nan;september 11, 2018;2018;tv-y;1 season;docuseries, kids' tv, science & nature tv;curious kids emma and her big brother tim observe different animals as they make their way through various life milestones, from birth to adulthood.;
